Code,Category,OrgCode,Parent,Stage,ParentCategory
3260,Make in india product issues,DOURD,3191,4,"Material Procurement, Store related grivences"
3261,DMRC store  related,DOURD,3191,4,"Material Procurement, Store related grivences"
3262,Issues related to GEM,DOURD,3191,4,"Material Procurement, Store related grivences"
3263,Any other supply/purchase in DMRC related issues,DOURD,3191,4,"Material Procurement, Store related grivences"
3264,Legal consumer policy related,DOURD,3192,4,All DMRC legal related query
3265,"Arbitration, Court case",DOURD,3192,4,All DMRC legal related query
3266,Any other complaints having legal issues,DOURD,3192,4,All DMRC legal related query
3267,Corporate communication related,DOURD,3193,4,Public relation related grievances
3268,"DMRC news, Print media, electronic media and social media etc",DOURD,3193,4,Public relation related grievances
3269,VVIP/VIP movements in DMRC during inaugurations.,DOURD,3193,4,Public relation related grievances
3270,Advertisement related,DOURD,3193,4,Public relation related grievances
3271,Other,DOURD,3193,4,Public relation related grievances
3276,"Schemes, Programs & Other Divisions under MoHUA",DOURD,2426,2,Housing and Urban Affairs
3277,Administration Division,DOURD,3276,3,"Schemes, Programs & Other Divisions under MoHUA"
3278,AMRUT Division,DOURD,3276,3,"Schemes, Programs & Other Divisions under MoHUA"
3279,Delhi Division,DOURD,3276,3,"Schemes, Programs & Other Divisions under MoHUA"
3280,HRIDAY Division,DOURD,3276,3,"Schemes, Programs & Other Divisions under MoHUA"
3281,Housing  Division,DOURD,3276,3,"Schemes, Programs & Other Divisions under MoHUA"
3282,Integrated Finance Division,DOURD,3276,3,"Schemes, Programs & Other Divisions under MoHUA"
3283,UT/MRTS Division,DOURD,3276,3,"Schemes, Programs & Other Divisions under MoHUA"
3284,PHE Division,DOURD,3276,3,"Schemes, Programs & Other Divisions under MoHUA"
3285,PSP Division,DOURD,3276,3,"Schemes, Programs & Other Divisions under MoHUA"
3286,Smart City Division,DOURD,3276,3,"Schemes, Programs & Other Divisions under MoHUA"
3287,Swachh Bharat Mission Division,DOURD,3276,3,"Schemes, Programs & Other Divisions under MoHUA"
3288,NULM Division,DOURD,3276,3,"Schemes, Programs & Other Divisions under MoHUA"
3289,Urban Development Divison,DOURD,3276,3,"Schemes, Programs & Other Divisions under MoHUA"
3290,Vigilance Divsion,DOURD,3276,3,"Schemes, Programs & Other Divisions under MoHUA"
3291,Works Division,DOURD,3276,3,"Schemes, Programs & Other Divisions under MoHUA"
3292,Housing For All (HFA) Division,DOURD,3276,3,"Schemes, Programs & Other Divisions under MoHUA"
3293,CPHEEO,DOURD,3276,3,"Schemes, Programs & Other Divisions under MoHUA"
3294,NERDUP & Mission Coordination,DOURD,3276,3,"Schemes, Programs & Other Divisions under MoHUA"
3295,Coordination Division,DOURD,3276,3,"Schemes, Programs & Other Divisions under MoHUA"
3296,LSG Division,DOURD,3276,3,"Schemes, Programs & Other Divisions under MoHUA"
3297,Others,DOURD,3276,3,"Schemes, Programs & Other Divisions under MoHUA"
3298,Employee Related/Services/ Administration related,DOURD,3277,4,Administration Division
3299,Basic civic amenities in 500 AMRUT cities and towns,DOURD,3278,4,AMRUT Division
3300,"Matter related to UT of Delhi, DDA, MCD,NDMC, Jal Board, DUAC, Raj Ghat Samadhi, NBCC etc.",DOURD,3279,4,Delhi Division
3301,"HRIDAY - Urban Planning, economic growth and heritage Conservation in 12 cities",DOURD,3280,4,HRIDAY Division
3302,"Real Estate Matter, RERA related matter, Matter related to Rent Control, Matter related to to sustainable habitat, Matter related to HUDCO, HPL, CGEWHO, BMPTC",DOURD,3281,4,Housing  Division
3303,"Matter related to  Comments of IFD, House Building Advance etc.",DOURD,3282,4,Integrated Finance Division
3304,"Matter related urban transport  such as Bus Rapid Transit System (BRTS), urban transit infrastructure or financing of metro rail projects, Sustainable Urban Transport Project (SUTP)etc",DOURD,3283,4,UT/MRTS Division
3305,"Matter related  PPP in water and sanitation sector, Project related to solid waste managment",DOURD,3284,4,PHE Division
3306,"issues relating to Directorate of Printing, Government of India Stationery Office and Department of Publication, Modernization, restructuring of staff and redevelopment projects of Government of India Presses, Text book Presses, Dept. of Publication, GISO etc.",DOURD,3285,4,PSP Division
3307,Matters related to Smart Cities Schemes/Project,DOURD,3286,4,Smart City Division
3308,Matter related to Swachh Bhart Mission (Urban),DOURD,3287,4,Swachh Bharat Mission Division
3309,Matter related to Urban Livelihoold,DOURD,3288,4,NULM Division
3310,"Matter related to infrastructure, environment, disaster mangament etc in urban areas",DOURD,3289,4,Urban Development Divison
3311,"Complaint of corruption, abuse of power etc. against officials/Officers of Ministry",DOURD,3290,4,Vigilance Divsion
3312,"Matter related to CPWD, Central Engineering Service etc.",DOURD,3291,4,Works Division
3313,"Matter related to PMAY (Urban) , Payment of subsidy etc.",DOURD,3292,4,Housing For All (HFA) Division
3314,Matter related to  urban water supply and sanitation including solid waste management,DOURD,3293,4,CPHEEO
3315,Matter related to development projects of North East Regions and 10% lumpsum schemes,DOURD,3294,4,NERDUP & Mission Coordination
3316,"General issues of coordination of the Ministry(Except Mission Coordination) and  issues related to court case, RTI, Welfare and Public Grievances",DOURD,3295,4,Coordination Division
3317,Civic Amenities and   quality of service in ULBs,DOURD,3296,4,LSG Division
3318,Unathorised &   illegal construction in ULBs,DOURD,3296,4,LSG Division
3319,Corruption in Urban   Local Bodies,DOURD,3296,4,LSG Division
3320,Pending any type of Bill/dues for payment,DOURD,3298,5,Employee Related/Services/ Administration related
3321,Issues related to promotion/MACP etc,DOURD,3298,5,Employee Related/Services/ Administration related
3322,Sexual Harassment,DOURD,3298,5,Employee Related/Services/ Administration related
3323,Misbehavour/Harassment by any officer/staff,DOURD,3298,5,Employee Related/Services/ Administration related
3324,Establishement related,DOURD,3298,5,Employee Related/Services/ Administration related
3325,Pay & Allowances,DOURD,3298,5,Employee Related/Services/ Administration related
3326,Housing Keeping matters,DOURD,3298,5,Employee Related/Services/ Administration related
3327,Library related,DOURD,3298,5,Employee Related/Services/ Administration related
3328,Pension related,DOURD,3298,5,Employee Related/Services/ Administration related
3329,Reservation related,DOURD,3298,5,Employee Related/Services/ Administration related
3330,Others,DOURD,3298,5,Employee Related/Services/ Administration related
3331,Water Supply System,DOURD,3299,5,Basic civic amenities in 500 AMRUT cities and towns
3332,Sewerage System,DOURD,3299,5,Basic civic amenities in 500 AMRUT cities and towns
3333,Storm Water Drainage,DOURD,3299,5,Basic civic amenities in 500 AMRUT cities and towns
3334,Public Transport facility to reduce pollution,DOURD,3299,5,Basic civic amenities in 500 AMRUT cities and towns
3335,Green Space and Parks,DOURD,3299,5,Basic civic amenities in 500 AMRUT cities and towns
3336,Path Wasys,DOURD,3299,5,Basic civic amenities in 500 AMRUT cities and towns
3337,Ease of doing business,DOURD,3299,5,Basic civic amenities in 500 AMRUT cities and towns
3338,Others,DOURD,3299,5,Basic civic amenities in 500 AMRUT cities and towns
3339,Policy and establishment matter of DDA,DOURD,3300,5,"Matter related to UT of Delhi, DDA, MCD,NDMC, Jal Board, DUAC, Raj Ghat Samadhi, NBCC etc."
3340,Matter related to GNCTD,DOURD,3300,5,"Matter related to UT of Delhi, DDA, MCD,NDMC, Jal Board, DUAC, Raj Ghat Samadhi, NBCC etc."
3341,Matter related to NDMC,DOURD,3300,5,"Matter related to UT of Delhi, DDA, MCD,NDMC, Jal Board, DUAC, Raj Ghat Samadhi, NBCC etc."
3342,Matter related o Delhi Jal Board,DOURD,3300,5,"Matter related to UT of Delhi, DDA, MCD,NDMC, Jal Board, DUAC, Raj Ghat Samadhi, NBCC etc."
3343,Matter related to MCD,DOURD,3300,5,"Matter related to UT of Delhi, DDA, MCD,NDMC, Jal Board, DUAC, Raj Ghat Samadhi, NBCC etc."
3344,Master plan 2021,DOURD,3300,5,"Matter related to UT of Delhi, DDA, MCD,NDMC, Jal Board, DUAC, Raj Ghat Samadhi, NBCC etc."
3345,Regularisation of unauthorised colony,DOURD,3300,5,"Matter related to UT of Delhi, DDA, MCD,NDMC, Jal Board, DUAC, Raj Ghat Samadhi, NBCC etc."
3346,Matter related to DUAC,DOURD,3300,5,"Matter related to UT of Delhi, DDA, MCD,NDMC, Jal Board, DUAC, Raj Ghat Samadhi, NBCC etc."
3347,Matter related o Delhi Jal Board,DOURD,3300,5,"Matter related to UT of Delhi, DDA, MCD,NDMC, Jal Board, DUAC, Raj Ghat Samadhi, NBCC etc."
3348,Matter related to Raj Ghat Samadhi,DOURD,3300,5,"Matter related to UT of Delhi, DDA, MCD,NDMC, Jal Board, DUAC, Raj Ghat Samadhi, NBCC etc."
3349,Matter related to NBCC,DOURD,3300,5,"Matter related to UT of Delhi, DDA, MCD,NDMC, Jal Board, DUAC, Raj Ghat Samadhi, NBCC etc."
3350,Matter related to Rent Control in Delhi,DOURD,3300,5,"Matter related to UT of Delhi, DDA, MCD,NDMC, Jal Board, DUAC, Raj Ghat Samadhi, NBCC etc."
3351,Project Related Complaint,DOURD,3301,5,"HRIDAY - Urban Planning, economic growth and heritage Conservation in 12 cities"
3352,Quality Service,DOURD,3301,5,"HRIDAY - Urban Planning, economic growth and heritage Conservation in 12 cities"
3353,Non completion of Schemes/Projects,DOURD,3301,5,"HRIDAY - Urban Planning, economic growth and heritage Conservation in 12 cities"
3354,Non completion of Housing Schemes/Projects,DOURD,3302,5,"Real Estate Matter, RERA related matter, Matter related to Rent Control, Matter related to to sustainable habitat, Matter related to HUDCO, HPL, CGEWHO, BMPTC"
3355,Delay in giving  possession of flat,DOURD,3302,5,"Real Estate Matter, RERA related matter, Matter related to Rent Control, Matter related to to sustainable habitat, Matter related to HUDCO, HPL, CGEWHO, BMPTC"
3356,Fraud done by builders,DOURD,3302,5,"Real Estate Matter, RERA related matter, Matter related to Rent Control, Matter related to to sustainable habitat, Matter related to HUDCO, HPL, CGEWHO, BMPTC"
3357,Matter related to rent control in cities other than Delhi,DOURD,3302,5,"Real Estate Matter, RERA related matter, Matter related to Rent Control, Matter related to to sustainable habitat, Matter related to HUDCO, HPL, CGEWHO, BMPTC"
3358,"Administrative matter of HUDCO, HPL, CGEWHO, BMPTC",DOURD,3302,5,"Real Estate Matter, RERA related matter, Matter related to Rent Control, Matter related to to sustainable habitat, Matter related to HUDCO, HPL, CGEWHO, BMPTC"
3359,"Civic amenties like -adequate water supply, assured electricity supply, sanitation, including solid waste management, efficient urban mobility and public transport etc.",DOURD,3307,5,Matters related to Smart Cities Schemes/Project
3360,Corruption in Smart City Project,DOURD,3307,5,Matters related to Smart Cities Schemes/Project
3361,Delay in complition of Project,DOURD,3307,5,Matters related to Smart Cities Schemes/Project
3362,Suggestions/request related to Smart City,DOURD,3307,5,Matters related to Smart Cities Schemes/Project
3363,Payement of contractor,DOURD,3307,5,Matters related to Smart Cities Schemes/Project
3364,"Household Toilets, Community/Public Toilets",DOURD,3308,5,Matter related to Swachh Bhart Mission (Urban)
3365,Solid Waste Management,DOURD,3308,5,Matter related to Swachh Bhart Mission (Urban)
3366,Awareness about sanitation and its linkage with public health,DOURD,3308,5,Matter related to Swachh Bhart Mission (Urban)
3367,Elimination of open defecation,DOURD,3308,5,Matter related to Swachh Bhart Mission (Urban)
3368,Eradication of Manual Scavenging,DOURD,3308,5,Matter related to Swachh Bhart Mission (Urban)
3369,Corruption in Swachh Bhart Scheme,DOURD,3308,5,Matter related to Swachh Bhart Mission (Urban)
3370,Delay in complition of Project,DOURD,3308,5,Matter related to Swachh Bhart Mission (Urban)
3371,Suggestions/request related to Swachh Bharat Mission,DOURD,3308,5,Matter related to Swachh Bhart Mission (Urban)
3372,Promotion of urban livelihoold,DOURD,3309,5,Matter related to Urban Livelihoold
3373,Skill training of urban poors,DOURD,3309,5,Matter related to Urban Livelihoold
3374,Release of funds to the State Governments under DAY-NULM scheme,DOURD,3309,5,Matter related to Urban Livelihoold
3375,Street Vendors Act,DOURD,3309,5,Matter related to Urban Livelihoold
3376,Shelter for Urban Homeless,DOURD,3309,5,Matter related to Urban Livelihoold
3377,Support to Urban Street Vendors,DOURD,3309,5,Matter related to Urban Livelihoold
3378,Self Employment Programme,DOURD,3309,5,Matter related to Urban Livelihoold
3379,Innovation & Special Projects,DOURD,3309,5,Matter related to Urban Livelihoold
3380,Social Mobilization & Institution Development,DOURD,3309,5,Matter related to Urban Livelihoold
3381,FDI matters relating to urban sector.,DOURD,3310,5,"Matter related to infrastructure, environment, disaster mangament etc in urban areas"
3382,Matters relating to Disaster Management.,DOURD,3310,5,"Matter related to infrastructure, environment, disaster mangament etc in urban areas"
3383,"Issues related project assisted by World Bank, ADB etc.",DOURD,3310,5,"Matter related to infrastructure, environment, disaster mangament etc in urban areas"
3384,Administrative matter of CPWD and Central Engineering Services,DOURD,3312,5,"Matter related to CPWD, Central Engineering Service etc."
3385,Maintenance and creation of monuments,DOURD,3312,5,"Matter related to CPWD, Central Engineering Service etc."
3386,Complaint/request for PMAY,DOURD,3313,5,"Matter related to PMAY (Urban) , Payment of subsidy etc."
3387,Complaint regarding payment of subsidy,DOURD,3313,5,"Matter related to PMAY (Urban) , Payment of subsidy etc."
3388,Complaint/Request for water supply,DOURD,3314,5,Matter related to  urban water supply and sanitation including solid waste management
3389,Matter related urban sanitation,DOURD,3314,5,Matter related to  urban water supply and sanitation including solid waste management
3390,Mannual scavenging,DOURD,3314,5,Matter related to  urban water supply and sanitation including solid waste management
3391,Matter related solid waste management in urban area,DOURD,3314,5,Matter related to  urban water supply and sanitation including solid waste management
3392,Matter related to development projects of North East regions,DOURD,3315,5,Matter related to development projects of North East Regions and 10% lumpsum schemes
3393,10% lumpsum schemes,DOURD,3315,5,Matter related to development projects of North East Regions and 10% lumpsum schemes
3394,Matter related to court cases,DOURD,3316,5,"General issues of coordination of the Ministry(Except Mission Coordination) and  issues related to court case, RTI, Welfare and Public Grievances"
3395,Matter related to RTI,DOURD,3316,5,"General issues of coordination of the Ministry(Except Mission Coordination) and  issues related to court case, RTI, Welfare and Public Grievances"
3396,Matter related to welfare and recreation,DOURD,3316,5,"General issues of coordination of the Ministry(Except Mission Coordination) and  issues related to court case, RTI, Welfare and Public Grievances"
3397,Matter related to general coordination,DOURD,3316,5,"General issues of coordination of the Ministry(Except Mission Coordination) and  issues related to court case, RTI, Welfare and Public Grievances"
3398,Matter related to public grievances,DOURD,3316,5,"General issues of coordination of the Ministry(Except Mission Coordination) and  issues related to court case, RTI, Welfare and Public Grievances"
3399,"Poor quality of road, construction, maintenance related,   delay in action, parking related etc",DOURD,3317,5,Civic Amenities and   quality of service in ULBs
3400,"Encroachment, Unathorised construction etc",DOURD,3318,5,Unathorised &   illegal construction in ULBs
3401,"Mis-appropriation of funds in ULBs, misuse of powers etc",DOURD,3319,5,Corruption in Urban   Local Bodies
3402,Directorate of Printing,DOURD,2426,2,Housing and Urban Affairs
3403,Service Matters,DOURD,3402,3,Directorate of Printing
3404,Allegation of corruption/Mal-practice,DOURD,3402,3,Directorate of Printing
3405,Compassionate appointment,DOURD,3402,3,Directorate of Printing
3406,Grant of pension & other related dues,DOURD,3402,3,Directorate of Printing
3407,Pension related,DOURD,3402,3,Directorate of Printing
3408,"GIP, Minto Road",DOURD,3403,4,Service Matters
3409,"GIP, Mayapuri",DOURD,3403,4,Service Matters
3410,"GIP, Rashtrapati Bhawan",DOURD,3403,4,Service Matters
3411,"GIP, Temple Street Kolkatta",DOURD,3403,4,Service Matters
3412,"GIP, Nasik",DOURD,3403,4,Service Matters
3413,Directorate of Printing (HQ),DOURD,3403,4,Service Matters
3414,"GIP, Minto Road",DOURD,3404,4,Allegation of corruption/Mal-practice
3415,"GIP, Mayapuri",DOURD,3404,4,Allegation of corruption/Mal-practice
3416,"GIP, Rashtrapati Bhawan",DOURD,3404,4,Allegation of corruption/Mal-practice
3417,"GIP, Temple Street Kolkatta",DOURD,3404,4,Allegation of corruption/Mal-practice
3418,"GIP, Nasik",DOURD,3404,4,Allegation of corruption/Mal-practice
3419,Directorate of Printing (HQ),DOURD,3404,4,Allegation of corruption/Mal-practice
3420,"GIP, Minto Road",DOURD,3405,4,Compassionate appointment
3421,"GIP, Mayapuri",DOURD,3405,4,Compassionate appointment
3422,"GIP, Rashtrapati Bhawan",DOURD,3405,4,Compassionate appointment
3423,"GIP, Temple Street Kolkatta",DOURD,3405,4,Compassionate appointment
3424,"GIP, Nasik",DOURD,3405,4,Compassionate appointment
3425,Directorate of Printing (HQ),DOURD,3405,4,Compassionate appointment
3426,"GIP, Minto Road",DOURD,3406,4,Grant of pension & other related dues
3427,"GIP, Mayapuri",DOURD,3406,4,Grant of pension & other related dues
3428,"GIP, Rashtrapati Bhawan",DOURD,3406,4,Grant of pension & other related dues
3429,"GIP, Temple Street Kolkatta",DOURD,3406,4,Grant of pension & other related dues
3430,"GIP, Nasik",DOURD,3406,4,Grant of pension & other related dues
3431,Directorate of Printing (HQ),DOURD,3406,4,Grant of pension & other related dues
3432,"GIP, Minto Road",DOURD,3407,4,Pension related
3433,"GIP, Mayapuri",DOURD,3407,4,Pension related
3434,"GIP, Rashtrapati Bhawan",DOURD,3407,4,Pension related
3435,"GIP, Temple Street Kolkatta",DOURD,3407,4,Pension related
3436,"GIP, Nasik",DOURD,3407,4,Pension related
3437,Directorate of Printing (HQ),DOURD,3407,4,Pension related
3438,Group B Non Gazetted  (Except Technical Officer) & Group C Employees,DOURD,3408,5,"GIP, Minto Road"
3439,Group A&B Gazetted & Technical Officer,DOURD,3408,5,"GIP, Minto Road"
3440,Group B Non Gazetted  (Except Technical Officer) & Group C Employees,DOURD,3409,5,"GIP, Mayapuri"
3441,Group A&B Gazetted & Technical Officer,DOURD,3409,5,"GIP, Mayapuri"
3442,Group B Non Gazetted  (Except Technical Officer) & Group C Employees,DOURD,3410,5,"GIP, Rashtrapati Bhawan"
3443,Group A&B Gazetted & Technical Officer,DOURD,3410,5,"GIP, Rashtrapati Bhawan"
3444,Group B Non Gazetted  (Except Technical Officer) & Group C Employees,DOURD,3411,5,"GIP, Temple Street Kolkatta"
3445,Group A&B Gazetted & Technical Officer,DOURD,3411,5,"GIP, Temple Street Kolkatta"
3446,Group B Non Gazetted  (Except Technical Officer) & Group C Employees,DOURD,3412,5,"GIP, Nasik"
3447,Group A&B Gazetted & Technical Officer,DOURD,3412,5,"GIP, Nasik"
3448,Group B Non Gazetted  (Except Technical Officer) & Group C Employees,DOURD,3414,5,"GIP, Minto Road"
3449,Group A&B Gazetted & Technical Officer,DOURD,3414,5,"GIP, Minto Road"
3450,Group B Non Gazetted  (Except Technical Officer) & Group C Employees,DOURD,3415,5,"GIP, Mayapuri"
3451,Group A&B Gazetted & Technical Officer,DOURD,3415,5,"GIP, Mayapuri"
3452,Group B Non Gazetted  (Except Technical Officer) & Group C Employees,DOURD,3416,5,"GIP, Rashtrapati Bhawan"
3453,Group A&B Gazetted & Technical Officer,DOURD,3416,5,"GIP, Rashtrapati Bhawan"
3454,Group B Non Gazetted  (Except Technical Officer) & Group C Employees,DOURD,3417,5,"GIP, Temple Street Kolkatta"
3455,Group A&B Gazetted & Technical Officer,DOURD,3417,5,"GIP, Temple Street Kolkatta"
3456,Group B Non Gazetted  (Except Technical Officer) & Group C Employees,DOURD,3418,5,"GIP, Nasik"
3457,Group A&B Gazetted & Technical Officer,DOURD,3418,5,"GIP, Nasik"
3458,Group B Non Gazetted  (Except Technical Officer) & Group C Employees,DOURD,3420,5,"GIP, Minto Road"
3459,Group A&B Gazetted & Technical Officer,DOURD,3420,5,"GIP, Minto Road"
3460,Group B Non Gazetted  (Except Technical Officer) & Group C Employees,DOURD,3421,5,"GIP, Mayapuri"
3461,Group A&B Gazetted & Technical Officer,DOURD,3421,5,"GIP, Mayapuri"
3462,Group B Non Gazetted  (Except Technical Officer) & Group C Employees,DOURD,3422,5,"GIP, Rashtrapati Bhawan"
3463,Group A&B Gazetted & Technical Officer,DOURD,3422,5,"GIP, Rashtrapati Bhawan"
3464,Group B Non Gazetted  (Except Technical Officer) & Group C Employees,DOURD,3423,5,"GIP, Temple Street Kolkatta"
3465,Group A&B Gazetted & Technical Officer,DOURD,3423,5,"GIP, Temple Street Kolkatta"
3466,Group B Non Gazetted  (Except Technical Officer) & Group C Employees,DOURD,3424,5,"GIP, Nasik"
3467,Group A&B Gazetted & Technical Officer,DOURD,3424,5,"GIP, Nasik"
3468,Group B Non Gazetted  (Except Technical Officer) & Group C Employees,DOURD,3426,5,"GIP, Minto Road"
3469,Group A&B Gazetted & Technical Officer,DOURD,3426,5,"GIP, Minto Road"
3470,Group B Non Gazetted  (Except Technical Officer) & Group C Employees,DOURD,3427,5,"GIP, Mayapuri"
3471,Group A&B Gazetted & Technical Officer,DOURD,3427,5,"GIP, Mayapuri"
3472,Group B Non Gazetted  (Except Technical Officer) & Group C Employees,DOURD,3428,5,"GIP, Rashtrapati Bhawan"
3473,Group A&B Gazetted & Technical Officer,DOURD,3428,5,"GIP, Rashtrapati Bhawan"
3474,Group B Non Gazetted  (Except Technical Officer) & Group C Employees,DOURD,3429,5,"GIP, Temple Street Kolkatta"
3475,Group A&B Gazetted & Technical Officer,DOURD,3429,5,"GIP, Temple Street Kolkatta"
3476,Group B Non Gazetted  (Except Technical Officer) & Group C Employees,DOURD,3430,5,"GIP, Nasik"
3477,Group A&B Gazetted & Technical Officer,DOURD,3430,5,"GIP, Nasik"
3478,Group B Non Gazetted  (Except Technical Officer) & Group C Employees,DOURD,3432,5,"GIP, Minto Road"
3479,Group A&B Gazetted & Technical Officer,DOURD,3432,5,"GIP, Minto Road"
3480,Group B Non Gazetted  (Except Technical Officer) & Group C Employees,DOURD,3433,5,"GIP, Mayapuri"
3481,Group A&B Gazetted & Technical Officer,DOURD,3433,5,"GIP, Mayapuri"
3482,Group B Non Gazetted  (Except Technical Officer) & Group C Employees,DOURD,3434,5,"GIP, Rashtrapati Bhawan"
3483,Group A&B Gazetted & Technical Officer,DOURD,3434,5,"GIP, Rashtrapati Bhawan"
3484,Group B Non Gazetted  (Except Technical Officer) & Group C Employees,DOURD,3435,5,"GIP, Temple Street Kolkatta"
3485,Group A&B Gazetted & Technical Officer,DOURD,3435,5,"GIP, Temple Street Kolkatta"
3486,Group B Non Gazetted  (Except Technical Officer) & Group C Employees,DOURD,3436,5,"GIP, Nasik"
3487,Group A&B Gazetted & Technical Officer,DOURD,3436,5,"GIP, Nasik"
3488,"Release of grants of PLA and Saakshar Bharat Scheme, Matters related to National Resource Support to the Scheme of PLA scheme and all matters relating to Computerized Web based Planning & Management Information System - MIS Portal (PLA).",DOSEL,410,3,Adult Education and Admin.
3489,Residual matters on all policy matters related to scheme of Support to NGOs and release of grants of PLA and Saakshar Bharat Scheme.,DOSEL,410,3,Adult Education and Admin.
3490,"Release of grants of PLA and Saakshar Bharat Scheme, matters relating to Constitution, Coordination, arranging meetings of Governing Council and Executive Committee of National Literacy Mission Authority and preparation of Annual Budget for National Literacy mission Authority its administration and expenditure.",DOSEL,410,3,Adult Education and Admin.
3491,"STARS project, world bank, ADB Schemes",DOSEL,410,3,Adult Education and Admin.
3492,"NCTE, All aspects of teachers, teachers education institutions, teacher recruitement and training of untrained teachers, Preparation of NCF and SCF under NEP, Parakh",DOSEL,410,3,Adult Education and Admin.
3493,NBCC,DOURD,2426,2,Housing and Urban Affairs
3494,NBCC,DOURD,3493,3,NBCC
3495,NSL ,DOURD,3493,3,NBCC
3496,HSCL,DOURD,3493,3,NBCC
3497,HSCC,DOURD,3493,3,NBCC
3498,Regarding Contract/ Tax/ Bill Payment/ Project ,DOURD,3494,4,NBCC
3499,Regarding Pension  ,DOURD,3494,4,NBCC
3500, Regarding Employee,DOURD,3494,4,NBCC
3501, Regarding Services,DOURD,3494,4,NBCC
3502, Regarding HRM ,DOURD,3494,4,NBCC
3503,Regarding Finance,DOURD,3494,4,NBCC
3504,Regarding Salary,DOURD,3494,4,NBCC
3505,"Regarding Real Estate marketing except Nauroji Nagar ,Gomti Nagar railway station at Lucknow,Sarojini Nagar & Amrapali projects",DOURD,3494,4,NBCC
3506,Regarding RTI,DOURD,3494,4,NBCC
3507,Regarding IT/Admin Related,DOURD,3494,4,NBCC
3508,Regarding Finance Audit,DOURD,3494,4,NBCC
3509,Regarding Award of Work Related,DOURD,3494,4,NBCC
3510,Amrapali ,DOURD,3494,4,NBCC
3511,Others,DOURD,3494,4,NBCC
3512,INDIA,DOURD,3498,5,Regarding Contract/ Tax/ Bill Payment/ Project 
3513,Maldives,DOURD,3498,5,Regarding Contract/ Tax/ Bill Payment/ Project 
3514,Mauritus,DOURD,3498,5,Regarding Contract/ Tax/ Bill Payment/ Project 
3515,All issues except Marketing,DOURD,3510,5,Amrapali 
3516,Marketing related,DOURD,3510,5,Amrapali 
3517,Delhi,DOURD,3512,6,INDIA
3518,UP,DOURD,3512,6,INDIA
3519,Rajasthan,DOURD,3512,6,INDIA
3520,Himachal Pradesh,DOURD,3512,6,INDIA
3521,Chandigarh,DOURD,3512,6,INDIA
3522,Punjab,DOURD,3512,6,INDIA
3523,Haryana,DOURD,3512,6,INDIA
3524,Uttrakhand,DOURD,3512,6,INDIA
3525,Maharashtra,DOURD,3512,6,INDIA
3526,Goa,DOURD,3512,6,INDIA
3527,Gujarat ,DOURD,3512,6,INDIA
3528,Madhya Pradesh,DOURD,3512,6,INDIA
3529,Tamilnadu,DOURD,3512,6,INDIA
3530,Karnataka,DOURD,3512,6,INDIA
3531,Andaman and Nicobar,DOURD,3512,6,INDIA
3532,Kerala,DOURD,3512,6,INDIA
3533,Andhra Pradesh,DOURD,3512,6,INDIA
3534,Telangana,DOURD,3512,6,INDIA
3535,BIHAR,DOURD,3512,6,INDIA
3536,Jharkhand,DOURD,3512,6,INDIA
3537,Odisha,DOURD,3512,6,INDIA
3538,West Bengal,DOURD,3512,6,INDIA
3539,Assam,DOURD,3512,6,INDIA
3540,Manipur,DOURD,3512,6,INDIA
3541,Tripura,DOURD,3512,6,INDIA
3542,Sikkim,DOURD,3512,6,INDIA
3543,Meghalaya,DOURD,3512,6,INDIA
3544,Mizoram,DOURD,3512,6,INDIA
3545,Infrastructure Zone,DOURD,3512,6,INDIA
3546,"Institute for Security & Law Enforcement at Addu City, Maldives",DOURD,3513,6,Maldives
3547,"CBI works (Housing) , Maidangarhi, Delhi",DOURD,3517,7,Delhi
3548,"ESIC Dispensary, NIA Karampura, Delhi",DOURD,3517,7,Delhi
3549,"IOC Complex, Lodhi Road New Delhi,",DOURD,3517,7,Delhi
3550,Bhikaji Cama Place New Delhi,DOURD,3517,7,Delhi
3551,Okhla New Delhi ,DOURD,3517,7,Delhi
3552,Pushp Vihar New Delhi,DOURD,3517,7,Delhi
3553,Pragati Vihar New Delhi,DOURD,3517,7,Delhi
3554,CGO Complex New Delhi,DOURD,3517,7,Delhi
3555,"ITPO Pragati Maidan-New Delhi,",DOURD,3517,7,Delhi
3556,PTS1 Jharodakalan,DOURD,3517,7,Delhi
3557,"NICD to NCDC at 22 , Sham Nath Marg, New Delhi",DOURD,3517,7,Delhi
3558,New MP Bhawan,DOURD,3517,7,Delhi
3559,"International craft complex vasant kunj, ",DOURD,3517,7,Delhi
3560,"NIA Residential complex,",DOURD,3517,7,Delhi
3561,vanijya bhawan,DOURD,3517,7,Delhi
3562,NIT Narela,DOURD,3517,7,Delhi
3563,"NIDM Work,",DOURD,3517,7,Delhi
3564,"NTRO at Ayanagr,",DOURD,3517,7,Delhi
3565,CISF Maidangarhi,DOURD,3517,7,Delhi
3566,Security police lines Bapudham,DOURD,3517,7,Delhi
3567,CISF saket,DOURD,3517,7,Delhi
3568,Narouji Nagar,DOURD,3517,7,Delhi
3569,Netaji Nagar ,DOURD,3517,7,Delhi
3570,Sarojini Nagar,DOURD,3517,7,Delhi
3571,Bharat vandana park - New Delhi ,DOURD,3517,7,Delhi
3572,Sports Injury Centre,DOURD,3517,7,Delhi
3573,Kaushal Bhawan,DOURD,3517,7,Delhi
